ID,Question_1,Combined_Answer_1,Question_2,Combined_Answer_2,Question_3,Combined_Answer_3,Question_4,Combined_Answer_4,Question_5,Combined_Answer_5,Question_6,Combined_Answer_6
TEST_311,What can you see in the image?,"clothing, people, store",What is the image that contains?,"clothing, crowd",Who is the person in the image?,"shopper, shoppers",What does the image contain?,"clothing, people, store",Where is the image located?,"airport, mall",Where does the image appear?,"airport, mall"
TEST_312,What can you see in the image?,"man, pool, truck, water",What is the image that contains?,"pool, sun",Who is the person in the image?,"man, photographer, surfer",What does the image contain?,"man, pool, sun",Where is the image located?,"beach, near pool, pool, sky",Where does the image appear?,"beach, ocean, pool"
TEST_313,What can you see in the image?,"group, group of people, people",What is the image that contains?,"group, people",Who is the person in the image?,"group, man, teacher",What does the image contain?,"group, people",Where is the image located?,"mountain, mountains, top of mountain",Where does the image appear?,"mountain, mountains, on mountain"
TEST_314,What can you see in the image?,food,What is the image that contains?,"bowl, food",Who is the person in the image?,no one,What does the image contain?,food,Where is the image located?,"plate, table",Where does the image appear?,"bowl, plate, table"
TEST_315,What can you see in the image?,"graffiti, part of building",What is the image that contains?,graffiti,Who is the person in the image?,"boy, man, no one, skateboarder",What does the image contain?,graffiti,Where is the image located?,"ground, street, train tracks, under bridge",Where does the image appear?,"in alley, on sidewalk, train tracks, under bridge, underpass"
TEST_316,What can you see in the image?,man,What is the image that contains?,weight,Who is the person in the image?,trainer,What does the image contain?,"boxers, man, muscle, sumo, weight",Where is the image located?,arena,Where does the image appear?,"arena, gym, gymnasium"
TEST_317,What can you see in the image?,"bowls, food",What is the image that contains?,"bowls, food",Who is the person in the image?,no one,What does the image contain?,food,Where is the image located?,table,Where does the image appear?,table
TEST_318,What can you see in the image?,"bench, path, road, trees",What is the image that contains?,"path, road, trees",Who is the person in the image?,"no one, nobody",What does the image contain?,"leaves, path, road, trees",Where is the image located?,"park, road, woods",Where does the image appear?,"in woods, park, woods"
TEST_319,What can you see in the image?,"seagull, turtle",What is the image that contains?,turtle,Who is the person in the image?,diver,What does the image contain?,turtle,Where is the image located?,underwater,Where does the image appear?,underwater
TEST_320,What can you see in the image?,"building, woman",What is the image that contains?,"building, clothing, pagoda",Who is the person in the image?,woman,What does the image contain?,"building, clothing, kimono, woman",Where is the image located?,"china, courtyard, in courtyard, in front of building",Where does the image appear?,"china, in courtyard, in front of building"
TEST_321,What can you see in the image?,"person, snow, tree, windows",What is the image that contains?,"person, snow, window",Who is the person in the image?,"man, no one, woman",What does the image contain?,"person, snow",Where is the image located?,"outside, restaurant, window",Where does the image appear?,"in living room, in restaurant, near window, outside window, restaurant, window"
TEST_322,What can you see in the image?,"surf, surfboard, surfer",What is the image that contains?,"surfer, water",Who is the person in the image?,surfer,What does the image contain?,"surf, surfer, water",Where is the image located?,"beach, ocean",Where does the image appear?,"beach, ocean"
TEST_323,What can you see in the image?,"frisbee, girl, group of children, kite, little girl",What is the image that contains?,"frisbee, kite",Who is the person in the image?,"family, girl, group",What does the image contain?,"frisbee, kite",Where is the image located?,"field, park",Where does the image appear?,"field, park"
TEST_324,What can you see in the image?,"bar, bartender, man",What is the image that contains?,"bar, bar scene",Who is the person in the image?,bartender,What does the image contain?,"bar, bar scene, bartender",Where is the image located?,bar,Where does the image appear?,bar
TEST_325,What can you see in the image?,"basketball, man, wheelchair",What is the image that contains?,"ball, basketball, wheelchair",Who is the person in the image?,"athlete, basketball player, man, wheelchair, wheelchair man",What does the image contain?,"basketball, players, wheelchair",Where is the image located?,"court, gym, gymnasium, wheelchair",Where does the image appear?,"basketball court, gymnasium, wheelchair court"
TEST_326,What can you see in the image?,woman,What is the image that contains?,"weight, woman",Who is the person in the image?,"athlete, woman",What does the image contain?,"exercise, woman",Where is the image located?,"gym, gymnasium, in gym",Where does the image appear?,"gym, gymnasium"
TEST_327,What can you see in the image?,"people, windows",What is the image that contains?,"people, room, tea",Who is the person in the image?,"family, man, men, students",What does the image contain?,"people, tea",Where is the image located?,"living room, room",Where does the image appear?,"dining room, in room, living room"
TEST_328,What can you see in the image?,"dishwasher, kitchen, refrigerator, urinal, water dispenser",What is the image that contains?,"pot, refrigerator, urinal, water",Who is the person in the image?,"man, no one, nobody",What does the image contain?,"kitchen, refrigerator, urinal",Where is the image located?,"bathroom, kitchen",Where does the image appear?,"bathroom, kitchen"
TEST_329,What can you see in the image?,"legs, person ' s legs, skateboard, woman, woman ' s legs",What is the image that contains?,"butt, laptop, leg, shoe",Who is the person in the image?,"skateboarder, woman",What does the image contain?,"butt, feet, person, shoe, woman",Where is the image located?,"floor, in room, living room",Where does the image appear?,"kitchen, living room"
